assetIssued,paymentDate,rate,relatedTo,approvedOn,isinCode,label,lastDatePrior,remarks,code
BRXPCACTF004,2022-07-14,0.14,06/2022/2022,2022-06-30,BRXPCACTF004,RENDIMENTO,2022-06-30,,XPCA
BRXPCAR02M11,2022-07-14,0.08,06/2022/2022,2022-06-30,BRXPCAR02M11,RENDIMENTO,2022-06-30,,XPCA
BRXPCAR03M10,2022-07-14,0.03,06/2022/2022,2022-06-30,BRXPCAR03M10,RENDIMENTO,2022-06-30,,XPCA
BRXPCACTF004,2022-06-14,0.14,05/2022/2022,2022-05-31,BRXPCACTF004,RENDIMENTO,2022-05-31,,XPCA
BRXPCACTF004,2022-05-13,0.14,04/2022/2022,2022-04-29,BRXPCACTF004,RENDIMENTO,2022-04-29,,XPCA
BRXPCACTF004,2022-04-14,0.14,03/2022/2022,2022-03-31,BRXPCACTF004,RENDIMENTO,2022-03-31,,XPCA
BRXPCACTF004,2022-03-15,0.11,02/2022/2022,2022-02-25,BRXPCACTF004,RENDIMENTO,2022-02-25,,XPCA
BRXPCACTF004,2022-02-14,0.1,01/2022/2022,2022-01-31,BRXPCACTF004,RENDIMENTO,2022-01-31,,XPCA
BRHGFFCTF008,2023-01-13,0.65,Dezembro/2022,2022-12-29,BRHGFFCTF008,RENDIMENTO,2022-12-29,,HGFF
BRHGFFCTF008,2022-12-14,0.65,Novembro/2022,2022-11-30,BRHGFFCTF008,RENDIMENTO,2022-11-30,,HGFF
BRHGFFCTF008,2022-11-16,0.65,Outubro/2022,2022-10-31,BRHGFFCTF008,RENDIMENTO,2022-10-31,,HGFF
BRHGFFCTF008,2022-10-17,0.65,Setembro/2022,2022-09-30,BRHGFFCTF008,RENDIMENTO,2022-09-30,,HGFF
BRHGFFCTF008,2022-09-15,0.65,Agosto/2022,2022-08-31,BRHGFFCTF008,RENDIMENTO,2022-08-31,,HGFF
BRHGFFCTF008,2022-08-12,0.65,Julho/2022,2022-07-29,BRHGFFCTF008,RENDIMENTO,2022-07-29,,HGFF
BRHGFFCTF008,2022-07-14,0.62,Junho/2022,2022-06-30,BRHGFFCTF008,RENDIMENTO,2022-06-30,,HGFF
BRHGFFCTF008,2022-06-14,0.62,Maio/2022,2022-05-31,BRHGFFCTF008,RENDIMENTO,2022-05-31,,HGFF
BRHGFFCTF008,2022-05-13,0.62,Abril/2022,2022-04-29,BRHGFFCTF008,RENDIMENTO,2022-04-29,,HGFF
BRHGFFCTF008,2022-04-14,0.62,Março/2022,2022-03-31,BRHGFFCTF008,RENDIMENTO,2022-03-31,,HGFF
BRHGFFCTF008,2022-03-15,0.58,Fevereiro/2022,2022-02-25,BRHGFFCTF008,RENDIMENTO,2022-02-25,,HGFF
BRHGFFCTF008,2022-02-14,0.58,Janeiro/2022,2022-01-31,BRHGFFCTF008,RENDIMENTO,2022-01-31,,HGFF
BRBLURCTF005,2023-01-17,1.03,DEZEMBRO/2022,2023-01-10,BRBLURCTF005,RENDIMENTO,2023-01-10,,BLUR
BRBLURCTF005,2022-12-16,1.03,NOVEMBRO/2022,2022-12-09,BRBLURCTF005,RENDIMENTO,2022-12-09,,BLUR
BRBLURCTF005,2022-11-18,1.03,OUTUBRO/2022,2022-11-10,BRBLURCTF005,RENDIMENTO,2022-11-10,,BLUR
BRBLURCTF005,2022-10-19,1.03,SETEMBRO/2022,2022-10-11,BRBLURCTF005,RENDIMENTO,2022-10-11,,BLUR
BRBLURCTF005,2022-09-19,1.03,Agosto/22/2022,2022-09-12,BRBLURCTF005,RENDIMENTO,2022-09-12,,BLUR
BRBLURCTF005,2022-08-16,1.03,Julho/2022/2022,2022-08-09,BRBLURCTF005,RENDIMENTO,2022-08-09,,BLUR
BRBLURCTF005,2022-07-18,1.03,Junho/2022/2022,2022-07-11,BRBLURCTF005,RENDIMENTO,2022-07-11,,BLUR
BRBLURCTF005,2022-06-17,1.03,Maio/2022/2022,2022-06-09,BRBLURCTF005,RENDIMENTO,2022-06-09,,BLUR
BRBLURCTF005,2022-05-17,1.03,Abril/2022/2022,2022-05-10,BRBLURCTF005,RENDIMENTO,2022-05-10,,BLUR
BRBLURCTF005,2022-04-19,1.03,Março/2022/2022,2022-04-11,BRBLURCTF005,RENDIMENTO,2022-04-11,,BLUR
BROIAGCTF009,2023-01-13,0.16,DEZEMBRO/2022,2023-01-06,BROIAGCTF009,RENDIMENTO,2023-01-06,,OIAG
BROIAGCTF009,2022-12-14,0.14,NOVEMBRO/2022,2022-12-07,BROIAGCTF009,RENDIMENTO,2022-12-07,,OIAG
BROIAGCTF009,2022-11-16,0.14,OUTUBRO/2022,2022-11-08,BROIAGCTF009,RENDIMENTO,2022-11-08,,OIAG
BROIAGCTF009,2022-10-17,0.14,SETEMBRO/2022,2022-10-07,BROIAGCTF009,RENDIMENTO,2022-10-07,,OIAG
BROIAGCTF009,2022-09-15,0.11,Agosto/2022,2022-09-08,BROIAGCTF009,RENDIMENTO,2022-09-08,,OIAG
BROIAGCTF009,2022-08-12,0.0930760166,Julho/2022,2022-08-05,BROIAGCTF009,RENDIMENTO,2022-08-05,,OIAG
BROIAGCTF009,2022-07-14,0.0831631048,JUNHO/2022,2022-07-07,BROIAGCTF009,RENDIMENTO,2022-07-07,,OIAG
BROIAGCTF009,2022-06-14,0.0552,Maio/2022,2022-06-07,BROIAGCTF009,RENDIMENTO,2022-06-07,,OIAG
BRDRITCTF009,2023-01-13,0.74,DEZEMBRO/2022,2023-01-06,BRDRITCTF009,RENDIMENTO,2023-01-06,,DRIT
BRDRITCTF009,2022-12-15,0.67,NOVEMBRO/2022,2022-11-07,BRDRITCTF009,RENDIMENTO,2022-12-07,,DRIT
BRDRITCTF009,2022-11-14,0.67,OUTUBRO/2022,2022-11-07,BRDRITCTF009,RENDIMENTO,2022-11-07,,DRIT
BRDRITCTF009,2022-10-14,0.64,SETEMBRO/2022,2022-10-06,BRDRITCTF009,RENDIMENTO,2022-10-06,,DRIT
BRDRITCTF009,2022-09-15,0.67,Agosto/2022/2022,2022-09-08,BRDRITCTF009,RENDIMENTO,2022-09-08,,DRIT
BRDRITCTF009,2022-08-15,0.6,Julho/2022/2022,2022-08-05,BRDRITCTF009,RENDIMENTO,2022-08-05,,DRIT
BRDRITCTF009,2022-07-15,0.54,Junho/2022/2022,2022-07-07,BRDRITCTF009,RENDIMENTO,2022-07-07,,DRIT
BRDRITCTF009,2022-06-15,0.58,Maio/2022/2022,2022-06-07,BRDRITCTF009,RENDIMENTO,2022-06-07,,DRIT
BRDRITCTF009,2022-05-13,0.59,Abril/2022/2022,2022-05-05,BRDRITCTF009,RENDIMENTO,2022-05-05,,DRIT
BRDRITCTF009,2022-04-14,0.6,Março/2022/2022,2022-04-07,BRDRITCTF009,RENDIMENTO,2022-04-07,,DRIT
BRDRITCTF009,2022-03-15,0.48,Fevereiro/2022/2022,2022-03-07,BRDRITCTF009,RENDIMENTO,2022-03-07,,DRIT
BRDRITCTF009,2022-02-15,0.51,Janeiro/2022/2022,2022-02-07,BRDRITCTF009,RENDIMENTO,2022-02-07,,DRIT
BRIBCRCTF009,2023-01-17,0.69,Dezembro-2022/2023,2023-01-10,BRIBCRCTF009,RENDIMENTO,2023-01-10,,IBCR
BRIBCRCTF009,2022-12-16,0.8,Novembro-2022/2022,2022-12-09,BRIBCRCTF009,RENDIMENTO,2022-12-09,,IBCR
BRIBCRCTF009,2022-11-18,0.9,Outubro-2022/2022,2022-11-10,BRIBCRCTF009,RENDIMENTO,2022-11-10,,IBCR
BRIBCRCTF009,2022-10-19,1.1,Setembro-2022/2022,2022-10-11,BRIBCRCTF009,RENDIMENTO,2022-10-11,,IBCR
BRIBCRCTF009,2022-09-19,1.25,Agosto/2022,2022-09-12,BRIBCRCTF009,RENDIMENTO,2022-09-12,,IBCR
BRIBCRR06M13,2022-09-19,1.25,Agosto/2022,2022-09-12,BRIBCRR06M13,RENDIMENTO,2022-09-12,,IBCR
BRIBCRR07M12,2022-09-19,1.25,Agosto/2022,2022-09-12,BRIBCRR07M12,RENDIMENTO,2022-09-12,,IBCR
BRIBCRR08M11,2022-09-19,1.25,Agosto/2022,2022-09-12,BRIBCRR08M11,RENDIMENTO,2022-09-12,,IBCR
BRIBCRCTF009,2022-08-16,1.25,Julho/2022,2022-08-09,BRIBCRCTF009,RENDIMENTO,2022-08-09,,IBCR
BRIBCRR06M13,2022-08-16,0.776269201,Julho/2022,2022-08-09,BRIBCRR06M13,RENDIMENTO,2022-08-09,,IBCR
BRIBCRR07M12,2022-08-16,0.776269201,Julho/2022,2022-08-09,BRIBCRR07M12,RENDIMENTO,2022-08-09,,IBCR
BRIBCRR08M11,2022-08-16,0.750021104,Julho/2022,2022-08-09,BRIBCRR08M11,RENDIMENTO,2022-08-09,,IBCR
BRIBCRCTF009,2022-07-18,1.25,Junho/2022,2022-07-11,BRIBCRCTF009,RENDIMENTO,2022-07-11,,IBCR
BRIBCRR06M13,2022-07-18,0.823643478,Junho/2022,2022-07-11,BRIBCRR06M13,RENDIMENTO,2022-07-11,,IBCR
BRIBCRR07M12,2022-07-18,0.789638968,Junho/2022,2022-07-11,BRIBCRR07M12,RENDIMENTO,2022-07-11,,IBCR
BRIBCRR08M11,2022-07-18,0.767661944,Junho/2022,2022-07-11,BRIBCRR08M11,RENDIMENTO,2022-07-11,,IBCR
BRIBCRCTF009,2022-06-17,1.32,Maio/2022,2022-06-09,BRIBCRCTF009,RENDIMENTO,2022-06-09,,IBCR
BRIBCRR06M13,2022-06-17,1.146041185,Maio/2022,2022-06-09,BRIBCRR06M13,RENDIMENTO,2022-06-09,,IBCR
BRIBCRR07M12,2022-06-17,0.84749757,Maio/2022,2022-06-09,BRIBCRR07M12,RENDIMENTO,2022-06-09,,IBCR
BRIBCRR08M11,2022-06-17,0.656582617,Maio/2022,2022-06-09,BRIBCRR08M11,RENDIMENTO,2022-06-09,,IBCR
BRIBCRCTF009,2022-05-17,1.22,Abril/2022,2022-05-10,BRIBCRCTF009,RENDIMENTO,2022-05-10,,IBCR
BRIBCRCTF009,2022-04-19,1.466788271,Março/2022,2022-04-11,BRIBCRCTF009,RENDIMENTO,2022-04-11,,IBCR
BRIBCRCTF009,2022-03-17,1.5,Fevereiro/2022,2022-03-10,BRIBCRCTF009,RENDIMENTO,2022-03-10,,IBCR
BRIBCRCTF009,2022-02-16,1.5,Janeiro/2022,2022-02-09,BRIBCRCTF009,RENDIMENTO,2022-02-09,,IBCR
BRONEFCTF003,2023-01-13,0.98,Janeiro/2023,2023-01-05,BRONEFCTF003,RENDIMENTO,2023-01-05,,ONEF
BRONEFCTF003,2022-12-15,0.92,Dezembro/2022,2022-12-07,BRONEFCTF003,RENDIMENTO,2022-12-07,,ONEF
BRONEFCTF003,2022-11-14,0.92,Novembro/2022,2022-11-04,BRONEFCTF003,RENDIMENTO,2022-11-04,,ONEF
BRONEFCTF003,2022-10-14,0.92,Outubro/2022,2022-10-05,BRONEFCTF003,RENDIMENTO,2022-10-05,,ONEF
BRONEFCTF003,2022-09-15,0.92,Setembro/2022,2022-09-06,BRONEFCTF003,RENDIMENTO,2022-09-06,,ONEF
BRONEFCTF003,2022-08-15,0.92,Agosto/2022,2022-08-05,BRONEFCTF003,RENDIMENTO,2022-08-05,,ONEF
BRONEFCTF003,2022-07-15,0.92,Julho/2022,2022-07-07,BRONEFCTF003,RENDIMENTO,2022-07-07,,ONEF
BRONEFCTF003,2022-06-15,0.92,Junho/2022,2022-06-07,BRONEFCTF003,RENDIMENTO,2022-06-07,,ONEF
BRONEFCTF003,2022-05-13,0.92,05/2022/2022,2022-05-05,BRONEFCTF003,RENDIMENTO,2022-05-05,,ONEF
BRONEFCTF003,2022-04-14,0.9,04/2022/2022,2022-04-06,BRONEFCTF003,RENDIMENTO,2022-04-06,,ONEF
BRONEFCTF003,2022-03-15,0.9,03/2022/2022,2022-03-07,BRONEFCTF003,RENDIMENTO,2022-03-07,,ONEF
BRONEFCTF003,2022-02-15,0.9,02/2022/2022,2022-02-07,BRONEFCTF003,RENDIMENTO,2022-02-07,,ONEF
BRONEFCTF003,2013-05-21,98.29286729,2013,2013-05-13,BRONEFCTF003,AMORTIZACAO RF,2013-05-13,,ONEF
BRFCFLCTF009,2023-01-25,0.780270488,Dezembro-2022/2023,2023-01-18,BRFCFLCTF009,RENDIMENTO,2023-01-18,,FCFL
BRFCFLCTF009,2022-12-23,0.763171481,Novembro-2022/2022,2022-12-16,BRFCFLCTF009,RENDIMENTO,2022-12-16,,FCFL
BRFCFLCTF009,2022-11-25,0.771965909,Outubro/2022,2022-11-18,BRFCFLCTF009,RENDIMENTO,2022-11-18,,FCFL
BRFCFLCTF009,2022-10-25,0.761571319,Setembro-2022/2022,2022-10-18,BRFCFLCTF009,RENDIMENTO,2022-10-18,,FCFL
BRFCFLCTF009,2022-09-23,0.874307201,Agosto-2022/2022,2022-09-16,BRFCFLCTF009,RENDIMENTO,2022-09-16,,FCFL
BRFCFLCTF009,2022-08-25,0.874870619,Julho/2022,2022-08-18,BRFCFLCTF009,RENDIMENTO,2022-08-18,,FCFL
BRFCFLCTF009,2022-07-25,0.875154944,Junho/2022,2022-07-18,BRFCFLCTF009,RENDIMENTO,2022-07-18,,FCFL
BRFCFLCTF009,2022-06-24,0.821610729,Maio/2022,2022-06-17,BRFCFLCTF009,RENDIMENTO,2022-06-17,,FCFL
BRFCFLCTF009,2022-05-25,0.818026649,Abril/2022,2022-05-18,BRFCFLCTF009,RENDIMENTO,2022-05-18,,FCFL
BRFCFLCTF009,2022-04-25,0.856877781,Março/2022,2022-04-14,BRFCFLCTF009,RENDIMENTO,2022-04-14,,FCFL
BRFCFLCTF009,2022-03-25,0.823176004,Fevereiro/2022,2022-03-18,BRFCFLCTF009,RENDIMENTO,2022-03-18,,FCFL
BRFCFLCTF009,2022-02-25,0.825602381,Janeiro/2022,2022-02-18,BRFCFLCTF009,RENDIMENTO,2022-02-18,,FCFL
BRJRDMCTF002,2023-01-13,0.652745472,Novembro-2022/2023,2023-01-06,BRJRDMCTF002,RENDIMENTO,2023-01-06,,JRDM
BRJRDMCTF002,2022-12-14,0.688074997,Outubro-2022/2022,2022-12-07,BRJRDMCTF002,RENDIMENTO,2022-12-07,,JRDM
BRJRDMCTF002,2022-11-16,0.474017106,Setembro-2022/2022,2022-11-08,BRJRDMCTF002,RENDIMENTO,2022-11-08,,JRDM
BRJRDMCTF002,2022-10-17,0.723285321,Agosto-2022/2022,2022-10-07,BRJRDMCTF002,RENDIMENTO,2022-10-07,,JRDM
BRJRDMCTF002,2022-09-15,0.620406501,Julho/2022,2022-09-08,BRJRDMCTF002,RENDIMENTO,2022-09-08,,JRDM
BRJRDMCTF002,2022-08-12,0.606448734,Junho/2022,2022-08-05,BRJRDMCTF002,RENDIMENTO,2022-08-05,,JRDM
BRJRDMCTF002,2022-07-14,0.493450052,Maio/2022,2022-07-07,BRJRDMCTF002,RENDIMENTO,2022-07-07,,JRDM
BRJRDMCTF002,2022-06-14,0.360133644,Abril/2022,2022-06-07,BRJRDMCTF002,RENDIMENTO,2022-06-07,,JRDM
BRJRDMCTF002,2022-05-13,0.472454228,Março/2022,2022-05-06,BRJRDMCTF002,RENDIMENTO,2022-05-06,,JRDM
BRJRDMCTF002,2022-04-14,0.463822101,Fevereiro/2022,2022-04-07,BRJRDMCTF002,RENDIMENTO,2022-04-07,,JRDM
BRJRDMCTF002,2022-03-15,0.405620792,Janeiro/2022,2022-03-08,BRJRDMCTF002,RENDIMENTO,2022-03-08,,JRDM
BRJRDMCTF002,2022-02-14,0.917751921,Dezembro/2021,2022-02-07,BRJRDMCTF002,RENDIMENTO,2022-02-07,,JRDM
BRCBOPCTF001,2023-01-13,1.12,Dezembro/2022,2022-12-29,BRCBOPCTF001,RENDIMENTO,2022-12-29,,CBOP
BRCBOPCTF001,2022-12-14,0.49,Novembro/2022,2022-11-30,BRCBOPCTF001,RENDIMENTO,2022-11-30,,CBOP
BRCBOPCTF001,2022-11-16,0.49,Outubro/2022,2022-10-31,BRCBOPCTF001,RENDIMENTO,2022-10-31,,CBOP
BRCBOPCTF001,2022-10-17,0.49,Setembro/2022,2022-09-30,BRCBOPCTF001,RENDIMENTO,2022-09-30,,CBOP
BRCBOPCTF001,2022-09-15,0.49,Agosto/2022,2022-08-31,BRCBOPCTF001,RENDIMENTO,2022-08-31,,CBOP
BRCBOPCTF001,2022-08-12,0.49,Julho/2022,2022-07-29,BRCBOPCTF001,RENDIMENTO,2022-07-29,,CBOP
BRCBOPCTF001,2022-07-14,1.03,Junho/2022,2022-06-30,BRCBOPCTF001,RENDIMENTO,2022-06-30,,CBOP
BRCBOPCTF001,2022-06-14,0.49,Maio/2022,2022-05-31,BRCBOPCTF001,RENDIMENTO,2022-05-31,,CBOP
BRCBOPCTF001,2022-05-13,0.49,Abril/2022,2022-04-29,BRCBOPCTF001,RENDIMENTO,2022-04-29,,CBOP
BRCBOPCTF001,2022-04-14,0.49,Março/2022,2022-03-31,BRCBOPCTF001,RENDIMENTO,2022-03-31,,CBOP
BRCBOPCTF001,2022-03-15,0.49,Fevereiro/2022,2022-02-25,BRCBOPCTF001,RENDIMENTO,2022-02-25,,CBOP
BRCBOPCTF001,2022-02-14,0.49,Janeiro/2022,2022-01-31,BRCBOPCTF001,RENDIMENTO,2022-01-31,,CBOP
BRVSLHCTF008,2023-01-13,0.07,12-2022/2022,2023-01-06,BRVSLHCTF008,RENDIMENTO,2023-01-06,,VSLH
BRVSLHCTF008,2022-12-14,0.11,11-2022/2022,2022-12-07,BRVSLHCTF008,RENDIMENTO,2022-12-07,,VSLH
BRVSLHCTF008,2022-11-16,0.12,10-2022/2022,2022-11-08,BRVSLHCTF008,RENDIMENTO,2022-11-08,,VSLH
BRVSLHCTF008,2022-10-17,0.095,09-2022/2022,2022-10-07,BRVSLHCTF008,RENDIMENTO,2022-10-07,,VSLH
BRVSLHCTF008,2022-09-15,0.12,08-2022/2022,2022-09-08,BRVSLHCTF008,RENDIMENTO,2022-09-08,,VSLH
BRVSLHCTF008,2022-08-12,0.07,07-2022/2022,2022-08-05,BRVSLHCTF008,RENDIMENTO,2022-08-05,,VSLH
BRVSLHCTF008,2022-07-14,0.14,06-2022/2022,2022-07-07,BRVSLHCTF008,RENDIMENTO,2022-07-07,,VSLH
BRVSLHCTF008,2022-06-14,0.12,05-2022/2022,2022-06-07,BRVSLHCTF008,RENDIMENTO,2022-06-07,,VSLH
BRVSLHCTF008,2022-05-13,0.11,04-2022/2022,2022-05-06,BRVSLHCTF008,RENDIMENTO,2022-05-06,,VSLH
BRVSLHCTF008,2022-04-14,0.116,03-2022/2022,2022-04-07,BRVSLHCTF008,RENDIMENTO,2022-04-07,,VSLH
BRVSLHCTF008,2022-03-15,0.12,02-2022/2022,2022-03-08,BRVSLHCTF008,RENDIMENTO,2022-03-08,,VSLH
BRVSLHCTF008,2022-02-14,0.11,01-2022/2022,2022-02-07,BRVSLHCTF008,RENDIMENTO,2022-02-07,,VSLH
BRSPAFCTF007,2022-11-08,15.97980333,OUTUBRO/2022,2022-10-31,BRSPAFCTF007,RENDIMENTO,2022-10-31,,SPAF
BRSPAFCTF007,2022-09-08,9.614966016,AGOSTO/2022,2022-08-31,BRSPAFCTF007,RENDIMENTO,2022-08-31,,SPAF
BRSPAFCTF007,2022-08-05,5.910155679,JULHO/2022,2022-07-29,BRSPAFCTF007,RENDIMENTO,2022-07-29,,SPAF
BRSPAFCTF007,2022-07-13,49.9556344277,JULHO/2022,2022-07-06,BRSPAFCTF007,AMORTIZACAO RF,2022-07-06,,SPAF
BRSPAFCTF007,2022-07-07,10.98,JUNHO/2022,2022-06-30,BRSPAFCTF007,RENDIMENTO,2022-06-30,,SPAF
BRSPAFCTF007,2022-06-07,1.64443035,Maio/2022,2022-05-31,BRSPAFCTF007,RENDIMENTO,2022-05-31,,SPAF
BRSPAFCTF007,2022-03-08,2.711065661,Fevereiro/2022,2022-02-25,BRSPAFCTF007,RENDIMENTO,2022-02-25,,SPAF
BRSPAFCTF007,2022-02-21,10.38796171,Fevereiro/2022,2022-02-14,BRSPAFCTF007,RENDIMENTO,2022-02-14,,SPAF
BRSPAFCTF007,2022-02-07,5.562501198,Janeiro/2022,2022-01-31,BRSPAFCTF007,RENDIMENTO,2022-01-31,,SPAF
BRERPACTF002,2023-01-13,0.69590699,JANEIRO/2023,2023-01-06,BRERPACTF002,RENDIMENTO,2023-01-06,,ERPA
BRERPACTF002,2022-12-14,0.69815354,DEZEMBRO/2022,2022-12-07,BRERPACTF002,RENDIMENTO,2022-12-07,,ERPA
BRERPACTF002,2022-11-16,0.67969902,NOVEMBRO/2022,2022-11-08,BRERPACTF002,RENDIMENTO,2022-11-08,,ERPA
BRERPACTF002,2022-10-17,0.68956321,OUTUBRO/2022,2022-10-07,BRERPACTF002,RENDIMENTO,2022-10-07,,ERPA
BRERPACTF002,2022-09-15,0.69594085,SETEMBRO/2022,2022-09-08,BRERPACTF002,RENDIMENTO,2022-09-08,,ERPA
BRERPACTF002,2022-08-12,0.65879133,AGOSTO/2022,2022-08-05,BRERPACTF002,RENDIMENTO,2022-08-05,,ERPA
BRERPACTF002,2022-07-14,0.26783031,JULHO/2022,2022-07-07,BRERPACTF002,RENDIMENTO,2022-07-07,,ERPA
BRERPACTF002,2022-06-14,0.28063055,JUNHO/2022,2022-06-07,BRERPACTF002,RENDIMENTO,2022-06-07,,ERPA
BRERPACTF002,2022-05-13,0.30599358,MAIO/2022,2022-05-06,BRERPACTF002,RENDIMENTO,2022-05-06,,ERPA
BRERPACTF002,2022-04-14,0.22860483,ABRIL/2022,2022-04-07,BRERPACTF002,RENDIMENTO,2022-04-07,,ERPA
BRHCTRCTF003,2023-01-13,1.1,12-2022/2022,2023-01-06,BRHCTRCTF003,RENDIMENTO,2023-01-06,,HCTR
BRHCTRCTF003,2022-12-14,1.1,11-2022/2022,2022-12-07,BRHCTRCTF003,RENDIMENTO,2022-12-07,,HCTR
BRHCTRCTF003,2022-11-16,1.1,10-2022/2022,2022-11-08,BRHCTRCTF003,RENDIMENTO,2022-11-08,,HCTR
BRHCTRCTF003,2022-10-17,1.1,09-2022/2022,2022-10-07,BRHCTRCTF003,RENDIMENTO,2022-10-07,,HCTR
BRHCTRCTF003,2022-09-15,1.1,08-2022/2022,2022-09-08,BRHCTRCTF003,RENDIMENTO,2022-09-08,,HCTR
BRHCTRCTF003,2022-08-12,1.25,07-2022/2022,2022-08-05,BRHCTRCTF003,RENDIMENTO,2022-08-05,,HCTR
BRHCTRCTF003,2022-07-14,1.5,06-2022/2022,2022-07-07,BRHCTRCTF003,RENDIMENTO,2022-07-07,,HCTR
BRHCTRCTF003,2022-06-14,1.77,05-2022/2022,2022-06-07,BRHCTRCTF003,RENDIMENTO,2022-06-07,,HCTR
BRHCTRCTF003,2022-05-13,1.75,04-2022/2022,2022-05-06,BRHCTRCTF003,RENDIMENTO,2022-05-06,,HCTR
BRHCTRCTF003,2022-04-14,1.4,03-2022/2022,2022-04-07,BRHCTRCTF003,RENDIMENTO,2022-04-07,,HCTR
BRHCTRR23M13,2022-04-14,1.2,03-2022/2022,2022-04-07,BRHCTRR23M13,RENDIMENTO,2022-04-07,,HCTR
BRHCTRR24M12,2022-04-14,0.6,03-2022/2022,2022-04-07,BRHCTRR24M12,RENDIMENTO,2022-04-07,,HCTR
BRHCTRCTF003,2022-03-15,1.4,02-2022/2022,2022-03-08,BRHCTRCTF003,RENDIMENTO,2022-03-08,,HCTR
BRHCTRR23M13,2022-03-15,0.05,02-2022/2022,2022-03-08,BRHCTRR23M13,RENDIMENTO,2022-03-08,,HCTR
BRHCTRCTF003,2022-02-07,1.6,01-2022/2022,2022-01-31,BRHCTRCTF003,RENDIMENTO,2022-01-31,,HCTR
BRALMICTF003,2017-04-13,0.3711330468,Março/2017/2017,2017-03-31,BRALMICTF003,RENDIMENTO,2017-03-31,,ALMI
BRNCRICTF004,2023-01-13,0.12,12/2022,2023-01-05,BRNCRICTF004,RENDIMENTO,2023-01-05,,NCRI
BRFRHYCTF006,2022-12-07,0.28,NOVEMBRO/2022,2022-11-30,BRFRHYCTF006,RENDIMENTO,2022-11-30,,FRHY
BRFRHYCTF006,2022-11-08,1.0,OUTUBRO/2022,2022-09-30,BRFRHYCTF006,RENDIMENTO,2022-10-31,,FRHY
BRFRHYCTF006,2022-10-07,1.09,SETEMBRO/2022,2022-09-30,BRFRHYCTF006,RENDIMENTO,2022-09-30,,FRHY
BRFRHYCTF006,2022-09-08,1.27,Agosto/2022/2022,2022-08-31,BRFRHYCTF006,RENDIMENTO,2022-08-31,,FRHY
BRFRHYCTF006,2022-08-05,1.28,Julho/2022/2022,2022-07-29,BRFRHYCTF006,RENDIMENTO,2022-07-29,,FRHY
BRFRHYCTF006,2022-07-07,1.37,Junho/2022/2022,2022-06-30,BRFRHYCTF006,RENDIMENTO,2022-06-30,,FRHY
BRFRHYCTF006,2022-07-07,1.36,Junho/2022/2022,2022-06-30,BRFRHYCTF006,RENDIMENTO,2022-06-30,,FRHY
BRFRHYCTF006,2022-06-07,1.59,Maio/2022/2022,2022-05-31,BRFRHYCTF006,RENDIMENTO,2022-05-31,,FRHY
BRFRHYCTF006,2022-05-06,1.55,Abril/2022/2022,2022-04-29,BRFRHYCTF006,RENDIMENTO,2022-04-29,,FRHY
BRCNESCTF001,2022-12-28,0.111141478,Novembro-2022/2022,2022-12-21,BRCNESCTF001,RENDIMENTO,2022-12-21,,CNES
BRCNESCTF001,2022-11-29,0.120315297,Outubro-2022/2022,2022-11-22,BRCNESCTF001,RENDIMENTO,2022-11-22,,CNES
BRCNESCTF001,2022-10-28,0.113331873,Setembro-2022/2022,2022-10-21,BRCNESCTF001,RENDIMENTO,2022-10-21,,CNES
BRCNESCTF001,2022-09-29,0.113846591,Agosto-2022/2022,2022-09-22,BRCNESCTF001,RENDIMENTO,2022-09-22,,CNES
BRCNESCTF001,2022-08-30,0.096423888,Julho/2022,2022-08-23,BRCNESCTF001,RENDIMENTO,2022-08-23,,CNES
BRCNESCTF001,2022-07-28,0.100173854,Junho/2022,2022-07-21,BRCNESCTF001,RENDIMENTO,2022-07-21,,CNES
BRCNESCTF001,2022-06-29,0.093709735,Maio/2022,2022-06-22,BRCNESCTF001,RENDIMENTO,2022-06-22,,CNES
BRCNESCTF001,2022-05-30,0.093756073,Abril/2022,2022-05-23,BRCNESCTF001,RENDIMENTO,2022-05-23,,CNES
BRCNESCTF001,2022-04-28,0.066799794,Março/2022,2022-04-20,BRCNESCTF001,RENDIMENTO,2022-04-20,,CNES
BRCNESCTF001,2022-03-30,0.061643103,Fevereiro/2022,2022-03-23,BRCNESCTF001,RENDIMENTO,2022-03-23,,CNES
BRCNESCTF001,2022-02-24,0.13319655,Janeiro/2022,2022-02-17,BRCNESCTF001,RENDIMENTO,2022-02-17,,CNES
BRCNESCTF001,2022-01-28,0.141016869,Dezembro/2021,2022-01-21,BRCNESCTF001,RENDIMENTO,2022-01-21,,CNES
BRLASCCTF003,2023-01-06,0.71,Dezembro/2022,2022-12-29,BRLASCCTF003,RENDIMENTO,2022-12-29,,LASC
BRLASCR09M15,2023-01-06,0.71,Dezembro/2022,2022-12-29,BRLASCR09M15,RENDIMENTO,2022-12-29,,LASC
BRLASCCTF003,2022-12-07,0.81,Novembro/2022,2022-11-30,BRLASCCTF003,RENDIMENTO,2022-11-30,,LASC
BRLASCR09M15,2022-12-07,0.81,Novembro/2022,2022-11-30,BRLASCR09M15,RENDIMENTO,2022-11-30,,LASC
BRLASCCTF003,2022-11-08,0.81,Outubro/2022,2022-10-31,BRLASCCTF003,RENDIMENTO,2022-10-31,,LASC
