,quotedPer,form,fund,ifd,tradingLot,quantity,code,codeCVM,segment,cashDividends,stockDividends,subscriptions,url
0,29/01/2020,Escritural,FII URCA REN,VORTX DTVM LTDA.,1,11.675.248,URPR,,BOLSA,"[{'assetIssued': 'BRURPRCTF002', 'paymentDate': '13/01/2023', 'rate': '1,21000000000', 'relatedTo': '12-2022/2022', 'approvedOn': '29/12/2022', 'isinCode': 'BRURPRCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '29/12/2022', 'remarks': ''}, {'assetIssued': 'BRURPRCTF002', 'paymentDate': '14/12/2022', 'rate': '1,11000000000', 'relatedTo': '11-2022/2022', 'approvedOn': '30/11/2022', 'isinCode': 'BRURPRCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '30/11/2022', 'remarks': ''}, {'assetIssued': 'BRURPRCTF002', 'paymentDate': '16/11/2022', 'rate': '1,13000000000', 'relatedTo': '10-2022/2022', 'approvedOn': '31/10/2022', 'isinCode': 'BRURPRCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '31/10/2022', 'remarks': ''}, {'assetIssued': 'BRURPRCTF002', 'paymentDate': '17/10/2022', 'rate': '1,31000000000', 'relatedTo': '30/09/2022/2022', 'approvedOn': '30/09/2022', 'isinCode': 'BRURPRCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '30/09/2022', 'remarks': ''}, {'assetIssued': 'BRURPRR12M16', 'paymentDate': '17/10/2022', 'rate': '0,68000000000', 'relatedTo': '30/09/2022/2022', 'approvedOn': '30/09/2022', 'isinCode': 'BRURPRR12M16', 'label': 'RENDIMENTO', 'lastDatePrior': '30/09/2022', 'remarks': ''}, {'assetIssued': 'BRURPRCTF002', 'paymentDate': '15/09/2022', 'rate': '1,62000000000', 'relatedTo': '08-2022/2022', 'approvedOn': '31/08/2022', 'isinCode': 'BRURPRCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '31/08/2022', 'remarks': ''}, {'assetIssued': 'BRURPRCTF002', 'paymentDate': '12/08/2022', 'rate': '1,20000000000', 'relatedTo': '07-2022/2022', 'approvedOn': '29/07/2022', 'isinCode': 'BRURPRCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '29/07/2022', 'remarks': ''}, {'assetIssued': 'BRURPRCTF002', 'paymentDate': '14/07/2022', 'rate': '1,85000000000', 'relatedTo': '06-2022/2022', 'approvedOn': '30/06/2022', 'isinCode': 'BRURPRCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '30/06/2022', 'remarks': ''}, {'assetIssued': 'BRURPRR10M18', 'paymentDate': '14/07/2022', 'rate': '1,00000000000', 'relatedTo': '06-2022/2022', 'approvedOn': '30/06/2022', 'isinCode': 'BRURPRR10M18', 'label': 'RENDIMENTO', 'lastDatePrior': '30/06/2022', 'remarks': ''}, {'assetIssued': 'BRURPRR11M17', 'paymentDate': '14/07/2022', 'rate': '1,00000000000', 'relatedTo': '06-2022/2022', 'approvedOn': '30/06/2022', 'isinCode': 'BRURPRR11M17', 'label': 'RENDIMENTO', 'lastDatePrior': '30/06/2022', 'remarks': ''}, {'assetIssued': 'BRURPRCTF002', 'paymentDate': '14/06/2022', 'rate': '2,01000000000', 'relatedTo': '05-2022/2022', 'approvedOn': '31/05/2022', 'isinCode': 'BRURPRCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '31/05/2022', 'remarks': ''}, {'assetIssued': 'BRURPRR10M18', 'paymentDate': '14/06/2022', 'rate': '1,09000000000', 'relatedTo': '05-2022/2022', 'approvedOn': '31/05/2022', 'isinCode': 'BRURPRR10M18', 'label': 'RENDIMENTO', 'lastDatePrior': '31/05/2022', 'remarks': ''}, {'assetIssued': 'BRURPRR11M17', 'paymentDate': '14/06/2022', 'rate': '0,94000000000', 'relatedTo': '05-2022/2022', 'approvedOn': '31/05/2022', 'isinCode': 'BRURPRR11M17', 'label': 'RENDIMENTO', 'lastDatePrior': '31/05/2022', 'remarks': ''}, {'assetIssued': 'BRURPRCTF002', 'paymentDate': '13/05/2022', 'rate': '1,84000000000', 'relatedTo': '04-2022/2022', 'approvedOn': '29/04/2022', 'isinCode': 'BRURPRCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '29/04/2022', 'remarks': ''}, {'assetIssued': 'BRURPRCTF002', 'paymentDate': '14/04/2022', 'rate': '1,65000000000', 'relatedTo': '03-2022/2022', 'approvedOn': '31/03/2022', 'isinCode': 'BRURPRCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '31/03/2022', 'remarks': ''}, {'assetIssued': 'BRURPRCTF002', 'paymentDate': '15/03/2022', 'rate': '1,63500000000', 'relatedTo': '02-2022/2022', 'approvedOn': '25/02/2022', 'isinCode': 'BRURPRCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '25/02/2022', 'remarks': ''}, {'assetIssued': 'BRURPRCTF002', 'paymentDate': '14/02/2022', 'rate': '1,63000000000', 'relatedTo': '01-2022/2022', 'approvedOn': '31/01/2022', 'isinCode': 'BRURPRCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '31/01/2022', 'remarks': ''}, {'assetIssued': 'BRURPRR08M12', 'paymentDate': '14/02/2022', 'rate': '1,17360000000', 'relatedTo': '01-2022/2022', 'approvedOn': '31/01/2022', 'isinCode': 'BRURPRR08M12', 'label': 'RENDIMENTO', 'lastDatePrior': '31/01/2022', 'remarks': ''}, {'assetIssued': 'BRURPRR08M12', 'paymentDate': '14/02/2022', 'rate': '1,17360000000', 'relatedTo': '01-2022/2022', 'approvedOn': '31/01/2022', 'isinCode': 'BRURPRR08M12', 'label': 'RENDIMENTO', 'lastDatePrior': '31/01/2022', 'remarks': ''}, {'assetIssued': 'BRURPRR09M11', 'paymentDate': '14/02/2022', 'rate': '1,17360000000', 'relatedTo': '01-2022/2022', 'approvedOn': '31/01/2022', 'isinCode': 'BRURPRR09M11', 'label': 'RENDIMENTO', 'lastDatePrior': '31/01/2022', 'remarks': ''}]",[],"[{'assetIssued': 'BRURPRCTF002', 'percentage': '20,28758256919', 'priceUnit': '101,80000000000', 'tradingPeriod': '31/12/9999 a 19/09/2022', 'subscriptionDate': '22/09/2022', 'approvedOn': '01/09/2022', 'isinCode': 'BRURPRCTF002', 'label': 'SUBSCRICAO', 'lastDatePrior': '06/09/2022', 'remarks': ''}, {'assetIssued': 'BRURPRCTF002', 'percentage': '81,54052890000', 'priceUnit': '102,50000000000', 'tradingPeriod': '31/12/9999 a 03/05/2022', 'subscriptionDate': '06/05/2022', 'approvedOn': '08/04/2022', 'isinCode': 'BRURPRCTF002', 'label': 'SUBSCRICAO', 'lastDatePrior': '18/04/2022', 'remarks': ''}]",https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetListedSupplementFunds/eyJjbnBqIjoiMzQ1MDg4NzIwMDAxODciLCJpZGVudGlmaWVyRnVuZCI6IlVSUFIiLCJ0eXBlRnVuZCI6N30=
0,27/05/2021,Escritural,FII JFDCAM  ,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,1,4.814.417,VJFD,,BOLSA,"[{'assetIssued': 'BRVJFDCTF008', 'paymentDate': '13/01/2023', 'rate': '1,10000000000', 'relatedTo': 'Dezembro/2022', 'approvedOn': '29/12/2022', 'isinCode': 'BRVJFDCTF008', 'label': 'RENDIMENTO', 'lastDatePrior': '29/12/2022', 'remarks': ''}, {'assetIssued': 'BRVJFDCTF008', 'paymentDate': '14/12/2022', 'rate': '1,01750000000', 'relatedTo': 'Novembro/2022', 'approvedOn': '30/11/2022', 'isinCode': 'BRVJFDCTF008', 'label': 'RENDIMENTO', 'lastDatePrior': '30/11/2022', 'remarks': ''}, {'assetIssued': 'BRVJFDCTF008', 'paymentDate': '16/11/2022', 'rate': '1,01170000000', 'relatedTo': 'Outubro/2022', 'approvedOn': '31/10/2022', 'isinCode': 'BRVJFDCTF008', 'label': 'RENDIMENTO', 'lastDatePrior': '31/10/2022', 'remarks': ''}, {'assetIssued': 'BRVJFDCTF008', 'paymentDate': '17/10/2022', 'rate': '1,01091490000', 'relatedTo': 'Setembro/2022', 'approvedOn': '30/09/2022', 'isinCode': 'BRVJFDCTF008', 'label': 'RENDIMENTO', 'lastDatePrior': '30/09/2022', 'remarks': ''}, {'assetIssued': 'BRVJFDCTF008', 'paymentDate': '15/09/2022', 'rate': '1,01611020000', 'relatedTo': 'Agosto/2022', 'approvedOn': '31/08/2022', 'isinCode': 'BRVJFDCTF008', 'label': 'RENDIMENTO', 'lastDatePrior': '31/08/2022', 'remarks': ''}, {'assetIssued': 'BRVJFDCTF008', 'paymentDate': '12/08/2022', 'rate': '1,00330000000', 'relatedTo': 'Julho/2022', 'approvedOn': '29/07/2022', 'isinCode': 'BRVJFDCTF008', 'label': 'RENDIMENTO', 'lastDatePrior': '29/07/2022', 'remarks': ''}, {'assetIssued': 'BRVJFDCTF008', 'paymentDate': '14/07/2022', 'rate': '0,99490000000', 'relatedTo': 'Junho/2022', 'approvedOn': '30/06/2022', 'isinCode': 'BRVJFDCTF008', 'label': 'RENDIMENTO', 'lastDatePrior': '30/06/2022', 'remarks': ''}, {'assetIssued': 'BRVJFDCTF008', 'paymentDate': '14/06/2022', 'rate': '0,93000000000', 'relatedTo': 'Maio/2022', 'approvedOn': '31/05/2022', 'isinCode': 'BRVJFDCTF008', 'label': 'RENDIMENTO', 'lastDatePrior': '31/05/2022', 'remarks': ''}, {'assetIssued': 'BRVJFDCTF008', 'paymentDate': '13/05/2022', 'rate': '0,90000000000', 'relatedTo': 'Abril/2022', 'approvedOn': '29/04/2022', 'isinCode': 'BRVJFDCTF008', 'label': 'RENDIMENTO', 'lastDatePrior': '29/04/2022', 'remarks': ''}, {'assetIssued': 'BRVJFDCTF008', 'paymentDate': '14/04/2022', 'rate': '0,88810000000', 'relatedTo': 'Março/2022', 'approvedOn': '31/03/2022', 'isinCode': 'BRVJFDCTF008', 'label': 'RENDIMENTO', 'lastDatePrior': '31/03/2022', 'remarks': ''}, {'assetIssued': 'BRVJFDCTF008', 'paymentDate': '15/03/2022', 'rate': '0,83570000000', 'relatedTo': 'Fevereiro/2022', 'approvedOn': '25/02/2022', 'isinCode': 'BRVJFDCTF008', 'label': 'RENDIMENTO', 'lastDatePrior': '25/02/2022', 'remarks': ''}, {'assetIssued': 'BRVJFDCTF008', 'paymentDate': '14/02/2022', 'rate': '0,92000000000', 'relatedTo': 'Janeiro/2022', 'approvedOn': '31/01/2022', 'isinCode': 'BRVJFDCTF008', 'label': 'RENDIMENTO', 'lastDatePrior': '31/01/2022', 'remarks': ''}]",[],"[{'assetIssued': 'BRVJFDCTF008', 'percentage': '4,15418938575', 'priceUnit': '1.000,00000000000', 'tradingPeriod': '31/12/9999 a 28/10/2021', 'subscriptionDate': '03/11/2021', 'approvedOn': '04/10/2021', 'isinCode': 'BRVJFDCTF008', 'label': 'SUBSCRICAO', 'lastDatePrior': '04/10/2021', 'remarks': ''}]",https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetListedSupplementFunds/eyJjbnBqIjoiMTU0ODk1MDkwMDAxMTciLCJpZGVudGlmaWVyRnVuZCI6IlZKRkQiLCJ0eXBlRnVuZCI6N30=
0,24/05/2018,Escritural,FII PATRIA  ,MAF DTVM S.A.,1,3.477.434,PATC,,BOLSA,"[{'assetIssued': 'BRPATCCTF002', 'paymentDate': '09/01/2023', 'rate': '0,34000000000', 'relatedTo': 'Dezembro/2022', 'approvedOn': '29/12/2022', 'isinCode': 'BRPATCCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '29/12/2022', 'remarks': ''}, {'assetIssued': 'BRPATCCTF002', 'paymentDate': '11/01/2023', 'rate': '2,87000000000', 'relatedTo': 'DEZEMBRO/2022', 'approvedOn': '23/12/2022', 'isinCode': 'BRPATCCTF002', 'label': 'AMORTIZACAO RF', 'lastDatePrior': '23/12/2022', 'remarks': ''}, {'assetIssued': 'BRPATCCTF002', 'paymentDate': '08/12/2022', 'rate': '0,28000000000', 'relatedTo': 'Novembro/2022', 'approvedOn': '30/11/2022', 'isinCode': 'BRPATCCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '30/11/2022', 'remarks': ''}, {'assetIssued': 'BRPATCCTF002', 'paymentDate': '09/11/2022', 'rate': '5,75000000000', 'relatedTo': 'NOVEMBRO/2022', 'approvedOn': '01/11/2022', 'isinCode': 'BRPATCCTF002', 'label': 'AMORTIZACAO RF', 'lastDatePrior': '01/11/2022', 'remarks': ''}, {'assetIssued': 'BRPATCCTF002', 'paymentDate': '09/11/2022', 'rate': '0,40000000000', 'relatedTo': 'Outubro/2022', 'approvedOn': '31/10/2022', 'isinCode': 'BRPATCCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '31/10/2022', 'remarks': ''}, {'assetIssued': 'BRPATCCTF002', 'paymentDate': '10/10/2022', 'rate': '0,40000000000', 'relatedTo': 'Setembro/2022', 'approvedOn': '30/09/2022', 'isinCode': 'BRPATCCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '30/09/2022', 'remarks': ''}, {'assetIssued': 'BRPATCCTF002', 'paymentDate': '09/09/2022', 'rate': '0,34000000000', 'relatedTo': 'Agosto/2022', 'approvedOn': '31/08/2022', 'isinCode': 'BRPATCCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '31/08/2022', 'remarks': ''}, {'assetIssued': 'BRPATCCTF002', 'paymentDate': '26/08/2022', 'rate': '1,95000000000', 'relatedTo': '2022', 'approvedOn': '19/08/2022', 'isinCode': 'BRPATCCTF002', 'label': 'AMORTIZACAO RF', 'lastDatePrior': '19/08/2022', 'remarks': ''}, {'assetIssued': 'BRPATCCTF002', 'paymentDate': '08/08/2022', 'rate': '0,92000000000', 'relatedTo': 'julho/2022', 'approvedOn': '29/07/2022', 'isinCode': 'BRPATCCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '29/07/2022', 'remarks': ''}, {'assetIssued': 'BRPATCCTF002', 'paymentDate': '08/07/2022', 'rate': '0,32000000000', 'relatedTo': 'junho/2022', 'approvedOn': '30/06/2022', 'isinCode': 'BRPATCCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '30/06/2022', 'remarks': ''}, {'assetIssued': 'BRPATCCTF002', 'paymentDate': '08/06/2022', 'rate': '0,32000000000', 'relatedTo': 'Maio/2022', 'approvedOn': '31/05/2022', 'isinCode': 'BRPATCCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '31/05/2022', 'remarks': ''}, {'assetIssued': 'BRPATCCTF002', 'paymentDate': '09/05/2022', 'rate': '0,32000000000', 'relatedTo': 'Abril/2022', 'approvedOn': '29/04/2022', 'isinCode': 'BRPATCCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '29/04/2022', 'remarks': ''}, {'assetIssued': 'BRPATCCTF002', 'paymentDate': '08/04/2022', 'rate': '0,32000000000', 'relatedTo': 'Março/2022', 'approvedOn': '31/03/2022', 'isinCode': 'BRPATCCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '31/03/2022', 'remarks': ''}, {'assetIssued': 'BRPATCCTF002', 'paymentDate': '09/03/2022', 'rate': '0,30000000000', 'relatedTo': 'Fevereiro/2022', 'approvedOn': '25/02/2022', 'isinCode': 'BRPATCCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '25/02/2022', 'remarks': ''}, {'assetIssued': 'BRPATCCTF002', 'paymentDate': '08/02/2022', 'rate': '0,30000000000', 'relatedTo': 'Janeiro/2022', 'approvedOn': '31/01/2022', 'isinCode': 'BRPATCCTF002', 'label': 'RENDIMENTO', 'lastDatePrior': '31/01/2022', 'remarks': ''}]",[],"[{'assetIssued': 'BRPATCCTF002', 'percentage': '131,51222461000', 'priceUnit': '104,50000000000', 'tradingPeriod': '31/12/9999 a 13/12/2019', 'subscriptionDate': '20/12/2019', 'approvedOn': '02/12/2019', 'isinCode': 'BRPATCCTF002', 'label': 'SUBSCRICAO', 'lastDatePrior': '02/12/2019', 'remarks': ''}]",https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetListedSupplementFunds/eyJjbnBqIjoiMzAwNDg2NTEwMDAxMTIiLCJpZGVudGlmaWVyRnVuZCI6IlBBVEMiLCJ0eXBlRnVuZCI6N30=
0,17/01/2003,Escritural,FII EUROPAR ,BANCO DAYCOVAL S/A,1,383.936,EURO,,BOLSA,"[{'assetIssued': 'BREUROCTF011', 'paymentDate': '13/01/2023', 'rate': '2,03000000000', 'relatedTo': 'Dezembro/2022', 'approvedOn': '29/12/2022', 'isinCode': 'BREUROCTF011', 'label': 'RENDIMENTO', 'lastDatePrior': '29/12/2022', 'remarks': ''}, {'assetIssued': 'BREUROCTF011', 'paymentDate': '14/12/2022', 'rate': '1,92000000000', 'relatedTo': 'Novembro/2022', 'approvedOn': '30/11/2022', 'isinCode': 'BREUROCTF011', 'label': 'RENDIMENTO', 'lastDatePrior': '30/11/2022', 'remarks': ''}, {'assetIssued': 'BREUROCTF011', 'paymentDate': '16/11/2022', 'rate': '1,83000000000', 'relatedTo': 'Outubro/2022', 'approvedOn': '31/10/2022', 'isinCode': 'BREUROCTF011', 'label': 'RENDIMENTO', 'lastDatePrior': '31/10/2022', 'remarks': ''}, {'assetIssued': 'BREUROCTF011', 'paymentDate': '17/10/2022', 'rate': '1,75000000000', 'relatedTo': 'Setembro/2022', 'approvedOn': '30/09/2022', 'isinCode': 'BREUROCTF011', 'label': 'RENDIMENTO', 'lastDatePrior': '30/09/2022', 'remarks': ''}, {'assetIssued': 'BREUROCTF011', 'paymentDate': '15/09/2022', 'rate': '1,75000000000', 'relatedTo': 'Agosto/2022', 'approvedOn': '31/08/2022', 'isinCode': 'BREUROCTF011', 'label': 'RENDIMENTO', 'lastDatePrior': '31/08/2022', 'remarks': ''}, {'assetIssued': 'BREUROCTF011', 'paymentDate': '12/08/2022', 'rate': '1,75000000000', 'relatedTo': 'Julho/2022', 'approvedOn': '29/07/2022', 'isinCode': 'BREUROCTF011', 'label': 'RENDIMENTO', 'lastDatePrior': '29/07/2022', 'remarks': ''}, {'assetIssued': 'BREUROCTF011', 'paymentDate': '14/07/2022', 'rate': '1,75000000000', 'relatedTo': 'Junho/2022', 'approvedOn': '30/06/2022', 'isinCode': 'BREUROCTF011', 'label': 'RENDIMENTO', 'lastDatePrior': '30/06/2022', 'remarks': ''}, {'assetIssued': 'BREUROCTF011', 'paymentDate': '14/06/2022', 'rate': '1,70000000000', 'relatedTo': 'Maio/2022', 'approvedOn': '31/05/2022', 'isinCode': 'BREUROCTF011', 'label': 'RENDIMENTO', 'lastDatePrior': '31/05/2022', 'remarks': ''}, {'assetIssued': 'BREUROCTF011', 'paymentDate': '13/05/2022', 'rate': '1,83000000000', 'relatedTo': 'Abril/2022', 'approvedOn': '29/04/2022', 'isinCode': 'BREUROCTF011', 'label': 'RENDIMENTO', 'lastDatePrior': '29/04/2022', 'remarks': ''}, {'assetIssued': 'BREUROCTF011', 'paymentDate': '14/04/2022', 'rate': '1,78000000000', 'relatedTo': 'Março/2022', 'approvedOn': '31/03/2022', 'isinCode': 'BREUROCTF011', 'label': 'RENDIMENTO', 'lastDatePrior': '31/03/2022', 'remarks': ''}, {'assetIssued': 'BREUROCTF011', 'paymentDate': '15/03/2022', 'rate': '1,78000000000', 'relatedTo': 'Fevereiro/2022', 'approvedOn': '25/02/2022', 'isinCode': 'BREUROCTF011', 'label': 'RENDIMENTO', 'lastDatePrior': '25/02/2022', 'remarks': ''}, {'assetIssued': 'BREUROCTF011', 'paymentDate': '14/02/2022', 'rate': '1,72000000000', 'relatedTo': 'Janeiro/2022', 'approvedOn': '31/01/2022', 'isinCode': 'BREUROCTF011', 'label': 'RENDIMENTO', 'lastDatePrior': '31/01/2022', 'remarks': ''}]",[],"[{'assetIssued': 'BREUROCTF011', 'percentage': '8,15100000000', 'priceUnit': '172,80000000000', 'tradingPeriod': '06/02/2017 a 14/02/2017', 'subscriptionDate': '21/02/2017', 'approvedOn': '31/01/2017', 'isinCode': 'BREUROCTF011', 'label': 'SUBSCRICAO', 'lastDatePrior': '31/01/2017', 'remarks': ''}]",https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetListedSupplementFunds/eyJjbnBqIjoiMDU0Mzc5MTYwMDAxMjciLCJpZGVudGlmaWVyRnVuZCI6IkVVUk8iLCJ0eXBlRnVuZCI6N30=
0,31/03/2015,Escritural,FII B VAREJO,RIO BRAVO INVESTIMENTOS DTVM S.A.,1,625.540,BVAR,,BOLSA,"[{'assetIssued': 'BRBVARCTF006', 'paymentDate': '23/01/2023', 'rate': '12,91000000000', 'relatedTo': 'Janeiro/2023', 'approvedOn': '13/01/2023', 'isinCode': 'BRBVARCTF006', 'label': 'RENDIMENTO', 'lastDatePrior': '13/01/2023', 'remarks': ''}, {'assetIssued': 'BRBVARCTF006', 'paymentDate': '13/01/2023', 'rate': '0,79931000000', 'relatedTo': 'Outubro/2021/2023', 'approvedOn': '05/01/2023', 'isinCode': 'BRBVARCTF006', 'label': 'AMORTIZACAO RF', 'lastDatePrior': '05/01/2023', 'remarks': ''}, {'assetIssued': 'BRBVARCTF006', 'paymentDate': '13/01/2023', 'rate': '11,90000000000', 'relatedTo': 'Dezembro/2022', 'approvedOn': '29/12/2022', 'isinCode': 'BRBVARCTF006', 'label': 'RENDIMENTO', 'lastDatePrior': '29/12/2022', 'remarks': ''}, {'assetIssued': 'BRBVARCTF006', 'paymentDate': '23/12/2022', 'rate': '7,51000000000', 'relatedTo': 'Dezembro/2022', 'approvedOn': '15/12/2022', 'isinCode': 'BRBVARCTF006', 'label': 'RENDIMENTO', 'lastDatePrior': '15/12/2022', 'remarks': ''}, {'assetIssued': 'BRBVARCTF006', 'paymentDate': '23/11/2022', 'rate': '6,97000000000', 'relatedTo': 'Novembro/2022', 'approvedOn': '14/11/2022', 'isinCode': 'BRBVARCTF006', 'label': 'RENDIMENTO', 'lastDatePrior': '14/11/2022', 'remarks': ''}, {'assetIssued': 'BRBVARCTF006', 'paymentDate': '24/10/2022', 'rate': '50,98000000000', 'relatedTo': 'Outubro/2022', 'approvedOn': '14/10/2022', 'isinCode': 'BRBVARCTF006', 'label': 'RENDIMENTO', 'lastDatePrior': '14/10/2022', 'remarks': ''}, {'assetIssued': 'BRBVARCTF006', 'paymentDate': '23/09/2022', 'rate': '7,66000000000', 'relatedTo': 'Setembro/2022', 'approvedOn': '15/09/2022', 'isinCode': 'BRBVARCTF006', 'label': 'RENDIMENTO', 'lastDatePrior': '15/09/2022', 'remarks': ''}, {'assetIssued': 'BRBVARCTF006', 'paymentDate': '23/08/2022', 'rate': '7,98000000000', 'relatedTo': 'Agosto/2022', 'approvedOn': '15/08/2022', 'isinCode': 'BRBVARCTF006', 'label': 'RENDIMENTO', 'lastDatePrior': '15/08/2022', 'remarks': ''}, {'assetIssued': 'BRBVARCTF006', 'paymentDate': '08/08/2022', 'rate': '0,79932000000', 'relatedTo': 'Outubro/2021', 'approvedOn': '29/07/2022', 'isinCode': 'BRBVARCTF006', 'label': 'AMORTIZACAO RF', 'lastDatePrior': '29/07/2022', 'remarks': ''}, {'assetIssued': 'BRBVARCTF006', 'paymentDate': '25/07/2022', 'rate': '17,42000000000', 'relatedTo': 'Julho/2022', 'approvedOn': '15/07/2022', 'isinCode': 'BRBVARCTF006', 'label': 'RENDIMENTO', 'lastDatePrior': '15/07/2022', 'remarks': ''}, {'assetIssued': 'BRBVARCTF006', 'paymentDate': '15/07/2022', 'rate': '8,00000000000', 'relatedTo': 'Junho/2022', 'approvedOn': '30/06/2022', 'isinCode': 'BRBVARCTF006', 'label': 'RENDIMENTO', 'lastDatePrior': '30/06/2022', 'remarks': ''}, {'assetIssued': 'BRBVARCTF006', 'paymentDate': '24/06/2022', 'rate': '22,13000000000', 'relatedTo': 'Junho/2022', 'approvedOn': '15/06/2022', 'isinCode': 'BRBVARCTF006', 'label': 'RENDIMENTO', 'lastDatePrior': '15/06/2022', 'remarks': ''}, {'assetIssued': 'BRBVARCTF006', 'paymentDate': '23/05/2022', 'rate': '7,01000000000', 'relatedTo': 'MAIO/2022', 'approvedOn': '13/05/2022', 'isinCode': 'BRBVARCTF006', 'label': 'RENDIMENTO', 'lastDatePrior': '13/05/2022', 'remarks': ''}, {'assetIssued': 'BRBVARCTF006', 'paymentDate': '26/04/2022', 'rate': '6,86000000000', 'relatedTo': 'Abril/2022', 'approvedOn': '14/04/2022', 'isinCode': 'BRBVARCTF006', 'label': 'RENDIMENTO', 'lastDatePrior': '14/04/2022', 'remarks': ''}, {'assetIssued': 'BRBVARCTF006', 'paymentDate': '23/03/2022', 'rate': '7,37000000000', 'relatedTo': 'Março/2022', 'approvedOn': '15/03/2022', 'isinCode': 'BRBVARCTF006', 'label': 'RENDIMENTO', 'lastDatePrior': '15/03/2022', 'remarks': ''}, {'assetIssued': 'BRBVARCTF006', 'paymentDate': '23/02/2022', 'rate': '9,43000000000', 'relatedTo': 'Fevereiro/2022', 'approvedOn': '15/02/2022', 'isinCode': 'BRBVARCTF006', 'label': 'RENDIMENTO', 'lastDatePrior': '15/02/2022', 'remarks': ''}, {'assetIssued': 'BRBVARCTF006', 'paymentDate': '11/02/2022', 'rate': '0,79931600000', 'relatedTo': 'Outubro/2021', 'approvedOn': '03/02/2022', 'isinCode': 'BRBVARCTF006', 'label': 'AMORTIZACAO RF', 'lastDatePrior': '03/02/2022', 'remarks': ''}]",[],[],https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetListedSupplementFunds/eyJjbnBqIjoiMjExMjYyMDQwMDAxNDMiLCJpZGVudGlmaWVyRnVuZCI6IkJWQVIiLCJ0eXBlRnVuZCI6N30=
